year,state,type,energySrc,amount,region
2002,SC,"Electric Generators, Electric Utilities",Coal,36490769,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1328524,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Natural Gas,3466140,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Nuclear,53325854,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Other Biomass,15522,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Petroleum,205664,Southeast,,,,,
2002,SC,"Electric Generators, Electric Utilities",Pumped Storage,1143216,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Total,1823463,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Coal,456953,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Natural Gas,43198,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other,0,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other Biomass,0,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Other Gases,314,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Petroleum,94103,Southeast,,,,,
2002,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1228895,Southeast,,,,,
2002,SC,"Combined Heat and Power, Electric Power",Total,415688,Southeast,,,,,
2002,SC,"Combined Heat and Power, Electric Power",Natural Gas,415688,Southeast,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Total,2222,Southeast,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,322,Southeast,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Natural Gas,1330,Southeast,,,,,
2002,SC,"Combined Heat and Power, Commercial Power",Petroleum,570,Southeast,,,,,
2003,SC,Total Electric Power Industry,Total,93772677,Southeast,,,,,
2003,SC,Total Electric Power Industry,Coal,37432023,Southeast,,,,,
2003,SC,Total Electric Power Industry,Hydroelectric Conventional,3665426,Southeast,,,,,
2003,SC,Total Electric Power Industry,Natural Gas,1662782,Southeast,,,,,
2003,SC,Total Electric Power Industry,Nuclear,50417690,Southeast,,,,,
2003,SC,Total Electric Power Industry,Other,48677,Southeast,,,,,
2003,SC,Total Electric Power Industry,Other Biomass,51687,Southeast,,,,,
2003,SC,Total Electric Power Industry,Other Gases,73,Southeast,,,,,
2003,SC,Total Electric Power Industry,Petroleum,456871,Southeast,,,,,
2003,SC,Total Electric Power Industry,Pumped Storage,1206813,Southeast,,,,,
2003,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1244262,Southeast,,,,,
2003,SC,"Electric Generators, Independent Power Producers",Total,278367,Southeast,,,,,
2003,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,73693,Southeast,,,,,
2003,SC,"Electric Generators, Independent Power Producers",Natural Gas,186076,Southeast,,,,,
2003,SC,"Electric Generators, Independent Power Producers",Petroleum,18598,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Total,91544429,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Coal,37065509,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3590944,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Natural Gas,1365534,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Nuclear,50417690,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Other Biomass,22091,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Petroleum,289474,Southeast,,,,,
2003,SC,"Electric Generators, Electric Utilities",Pumped Storage,1206813,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Total,1794375,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Coal,366514,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Natural Gas,11170,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Other,24463,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Other Biomass,0,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Other Gases,73,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Petroleum,147893,Southeast,,,,,
2003,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1244262,Southeast,,,,,
2003,SC,"Combined Heat and Power, Electric Power",Total,99823,Southeast,,,,,
2003,SC,"Combined Heat and Power, Electric Power",Natural Gas,99823,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Total,55684,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,789,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Natural Gas,179,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Other,24214,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Other Biomass,29596,Southeast,,,,,
2003,SC,"Combined Heat and Power, Commercial Power",Petroleum,906,Southeast,,,,,
2004,SC,Total Electric Power Industry,Total,97939929,Southeast,,,,,
2004,SC,Total Electric Power Industry,Coal,38922220,Southeast,,,,,
2004,SC,Total Electric Power Industry,Hydroelectric Conventional,2446909,Southeast,,,,,
2004,SC,Total Electric Power Industry,Natural Gas,3797858,Southeast,,,,,
2004,SC,Total Electric Power Industry,Nuclear,51200640,Southeast,,,,,
2004,SC,Total Electric Power Industry,Other,86912,Southeast,,,,,
2004,SC,Total Electric Power Industry,Other Biomass,68960,Southeast,,,,,
2004,SC,Total Electric Power Industry,Other Gases,10,Southeast,,,,,
2004,SC,Total Electric Power Industry,Petroleum,871291,Southeast,,,,,
2004,SC,Total Electric Power Industry,Pumped Storage,1149090,Southeast,,,,,
2004,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1694219,Southeast,,,,,
2004,SC,"Electric Generators, Independent Power Producers",Total,485709,Southeast,,,,,
2004,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,62612,Southeast,,,,,
2004,SC,"Electric Generators, Independent Power Producers",Natural Gas,411981,Southeast,,,,,
2004,SC,"Electric Generators, Independent Power Producers",Petroleum,11116,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Total,94406828,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Coal,38516633,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2382225,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Natural Gas,2527103,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Nuclear,51200640,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Other Biomass,23391,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Petroleum,690071,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Pumped Storage,1149090,Southeast,,,,,
2004,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,215855,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Total,2105842,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Coal,405587,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Natural Gas,10751,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Other,49628,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Other Gases,10,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Petroleum,161503,Southeast,,,,,
2004,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1478364,Southeast,,,,,
2004,SC,"Combined Heat and Power, Electric Power",Total,854836,Southeast,,,,,
2004,SC,"Combined Heat and Power, Electric Power",Natural Gas,847691,Southeast,,,,,
2004,SC,"Combined Heat and Power, Electric Power",Petroleum,7145,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Total,86714,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2072,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Natural Gas,332,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Other,37284,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Other Biomass,45569,Southeast,,,,,
2004,SC,"Combined Heat and Power, Commercial Power",Petroleum,1457,Southeast,,,,,
2005,SC,Total Electric Power Industry,Total,102514665,Southeast,,,,,
2005,SC,Total Electric Power Industry,Coal,39692059,Southeast,,,,,
2005,SC,Total Electric Power Industry,Hydroelectric Conventional,2938147,Southeast,,,,,
2005,SC,Total Electric Power Industry,Natural Gas,5414183,Southeast,,,,,
2005,SC,Total Electric Power Industry,Nuclear,53137554,Southeast,,,,,
2005,SC,Total Electric Power Industry,Other,93680,Southeast,,,,,
2005,SC,Total Electric Power Industry,Other Biomass,87659,Southeast,,,,,
2005,SC,Total Electric Power Industry,Other Gases,5642,Southeast,,,,,
2005,SC,Total Electric Power Industry,Petroleum,618434,Southeast,,,,,
2005,SC,Total Electric Power Industry,Pumped Storage,1198675,Southeast,,,,,
2005,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1725981,Southeast,,,,,
2005,SC,"Electric Generators, Independent Power Producers",Total,734879,Southeast,,,,,
2005,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,76864,Southeast,,,,,
2005,SC,"Electric Generators, Independent Power Producers",Natural Gas,657638,Southeast,,,,,
2005,SC,"Electric Generators, Independent Power Producers",Petroleum,377,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Total,99104373,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Coal,39352428,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2858778,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Natural Gas,4153040,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Nuclear,53137554,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Other Biomass,44159,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Petroleum,484181,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Pumped Storage,1198675,Southeast,,,,,
2005,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,272908,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Total,1998225,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Coal,339631,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Natural Gas,7634,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Other,59503,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Other Gases,5642,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Petroleum,132742,Southeast,,,,,
2005,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1453073,Southeast,,,,,
2005,SC,"Combined Heat and Power, Electric Power",Total,595290,Southeast,,,,,
2005,SC,"Combined Heat and Power, Electric Power",Natural Gas,595290,Southeast,,,,,
2005,SC,"Combined Heat and Power, Electric Power",Petroleum,0,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Total,81898,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,2505,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Natural Gas,581,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Other,34177,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Other Biomass,43500,Southeast,,,,,
2005,SC,"Combined Heat and Power, Commercial Power",Petroleum,1135,Southeast,,,,,
2006,SC,Total Electric Power Industry,Total,99267606,Southeast,,,,,
2006,SC,Total Electric Power Industry,Coal,39472846,Southeast,,,,,
2006,SC,Total Electric Power Industry,Hydroelectric Conventional,1806948,Southeast,,,,,
2006,SC,Total Electric Power Industry,Natural Gas,6068061,Southeast,,,,,
2006,SC,Total Electric Power Industry,Nuclear,50797372,Southeast,,,,,
2006,SC,Total Electric Power Industry,Other,94908,Southeast,,,,,
2006,SC,Total Electric Power Industry,Other Biomass,106053,Southeast,,,,,
2006,SC,Total Electric Power Industry,Other Gases,16,Southeast,,,,,
2006,SC,Total Electric Power Industry,Petroleum,236917,Southeast,,,,,
2006,SC,Total Electric Power Industry,Pumped Storage,1119899,Southeast,,,,,
2006,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1804384,Southeast,,,,,
2006,SC,"Electric Generators, Independent Power Producers",Total,729981,Southeast,,,,,
2006,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,38857,Southeast,,,,,
2006,SC,"Electric Generators, Independent Power Producers",Natural Gas,691124,Southeast,,,,,
2006,SC,"Electric Generators, Independent Power Producers",Petroleum,0,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Total,95872763,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Coal,39140908,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1766438,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Natural Gas,4742493,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Nuclear,50797372,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Other Biomass,61042,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Petroleum,135522,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Pumped Storage,1119899,Southeast,,,,,
2006,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,348887,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Total,1958471,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Coal,331938,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Natural Gas,11255,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Other,59544,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Other Gases,16,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Petroleum,100223,Southeast,,,,,
2006,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1455497,Southeast,,,,,
2006,SC,"Combined Heat and Power, Electric Power",Total,622501,Southeast,,,,,
2006,SC,"Combined Heat and Power, Electric Power",Natural Gas,622501,Southeast,,,,,
2006,SC,"Combined Heat and Power, Electric Power",Petroleum,0,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Total,83889,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1653,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Natural Gas,688,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Other,35364,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Other Biomass,45011,Southeast,,,,,
2006,SC,"Combined Heat and Power, Commercial Power",Petroleum,1173,Southeast,,,,,
2007,SC,Total Electric Power Industry,Total,103402142,Southeast,,,,,
2007,SC,Total Electric Power Industry,Coal,41582670,Southeast,,,,,
2007,SC,Total Electric Power Industry,Hydroelectric Conventional,1555912,Southeast,,,,,
2007,SC,Total Electric Power Industry,Natural Gas,5964558,Southeast,,,,,
2007,SC,Total Electric Power Industry,Nuclear,53199914,Southeast,,,,,
2007,SC,Total Electric Power Industry,Other,96366,Southeast,,,,,
2007,SC,Total Electric Power Industry,Other Biomass,100602,Southeast,,,,,
2007,SC,Total Electric Power Industry,Other Gases,15,Southeast,,,,,
2007,SC,Total Electric Power Industry,Petroleum,217287,Southeast,,,,,
2007,SC,Total Electric Power Industry,Pumped Storage,1210614,Southeast,,,,,
2007,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1895432,Southeast,,,,,
2007,SC,"Electric Generators, Independent Power Producers",Total,770890,Southeast,,,,,
2007,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,31711,Southeast,,,,,
2007,SC,"Electric Generators, Independent Power Producers",Natural Gas,739047,Southeast,,,,,
2007,SC,"Electric Generators, Independent Power Producers",Petroleum,132,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Total,99997011,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Coal,41270230,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1523502,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Natural Gas,4599720,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Nuclear,53199914,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Other Biomass,63842,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Petroleum,174663,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Pumped Storage,1210614,Southeast,,,,,
2007,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,375755,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Total,1946078,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Coal,312439,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Natural Gas,5303,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Other,67483,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Other Gases,15,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Petroleum,41162,Southeast,,,,,
2007,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1519677,Southeast,,,,,
2007,SC,"Combined Heat and Power, Electric Power",Total,619373,Southeast,,,,,
2007,SC,"Combined Heat and Power, Electric Power",Natural Gas,619163,Southeast,,,,,
2007,SC,"Combined Heat and Power, Electric Power",Petroleum,210,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Total,68789,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,699,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Natural Gas,1325,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Other,28883,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Other Biomass,36760,Southeast,,,,,
2007,SC,"Combined Heat and Power, Commercial Power",Petroleum,1121,Southeast,,,,,
2008,SC,Total Electric Power Industry,Total,100978005,Southeast,,,,,
2008,SC,Total Electric Power Industry,Coal,41539695,Southeast,,,,,
2008,SC,Total Electric Power Industry,Hydroelectric Conventional,1123115,Southeast,,,,,
2008,SC,Total Electric Power Industry,Natural Gas,5728988,Southeast,,,,,
2008,SC,Total Electric Power Industry,Nuclear,51762950,Southeast,,,,,
2008,SC,Total Electric Power Industry,Other,93529,Southeast,,,,,
2008,SC,Total Electric Power Industry,Other Biomass,119759,Southeast,,,,,
2008,SC,Total Electric Power Industry,Other Gases,0,Southeast,,,,,
2008,SC,Total Electric Power Industry,Petroleum,180467,Southeast,,,,,
2008,SC,Total Electric Power Industry,Pumped Storage,1266564,Southeast,,,,,
2008,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1696067,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Total,752524,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Coal,112383,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22093,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Natural Gas,608868,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Other Biomass,9172,Southeast,,,,,
2008,SC,"Electric Generators, Independent Power Producers",Petroleum,8,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Total,97921204,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Coal,41184319,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1100451,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Natural Gas,4610728,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Nuclear,51762950,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Other Biomass,77770,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Petroleum,160102,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Pumped Storage,1266564,Southeast,,,,,
2008,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,291449,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Total,1738279,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Coal,242993,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Natural Gas,3692,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Other,67745,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Other Gases,0,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Petroleum,19232,Southeast,,,,,
2008,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1404618,Southeast,,,,,
2008,SC,"Combined Heat and Power, Electric Power",Total,505700,Southeast,,,,,
2008,SC,"Combined Heat and Power, Electric Power",Natural Gas,505700,Southeast,,,,,
2008,SC,"Combined Heat and Power, Electric Power",Petroleum,0,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Total,60298,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,571,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Natural Gas,1,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Other,25785,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Other Biomass,32817,Southeast,,,,,
2008,SC,"Combined Heat and Power, Commercial Power",Petroleum,1125,Southeast,,,,,
2009,SC,Total Electric Power Industry,Total,100125486,Southeast,,,,,
2009,SC,Total Electric Power Industry,Coal,34477512,Southeast,,,,,
2009,SC,Total Electric Power Industry,Hydroelectric Conventional,2332005,Southeast,,,,,
2009,SC,Total Electric Power Industry,Natural Gas,9780193,Southeast,,,,,
2009,SC,Total Electric Power Industry,Nuclear,52149734,Southeast,,,,,
2009,SC,Total Electric Power Industry,Other,91029,Southeast,,,,,
2009,SC,Total Electric Power Industry,Other Biomass,137254,Southeast,,,,,
2009,SC,Total Electric Power Industry,Other Gases,0,Southeast,,,,,
2009,SC,Total Electric Power Industry,Petroleum,523484,Southeast,,,,,
2009,SC,Total Electric Power Industry,Pumped Storage,976443,Southeast,,,,,
2009,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1610717,Southeast,,,,,
2009,SC,"Electric Generators, Independent Power Producers",Total,429575,Southeast,,,,,
2009,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,53538,Southeast,,,,,
2009,SC,"Electric Generators, Independent Power Producers",Natural Gas,351511,Southeast,,,,,
2009,SC,"Electric Generators, Independent Power Producers",Other Biomass,24504,Southeast,,,,,
2009,SC,"Electric Generators, Independent Power Producers",Petroleum,22,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Total,97336653,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Coal,34146526,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2277232,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Natural Gas,8876536,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Nuclear,52149734,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Other Biomass,90546,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Petroleum,490911,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Pumped Storage,976443,Southeast,,,,,
2009,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,281612,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Total,1668206,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Coal,223797,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Natural Gas,9216,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Other,73584,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Other Gases,0,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Petroleum,32504,Southeast,,,,,
2009,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1329106,Southeast,,,,,
2009,SC,"Combined Heat and Power, Electric Power",Total,650103,Southeast,,,,,
2009,SC,"Combined Heat and Power, Electric Power",Coal,107190,Southeast,,,,,
2009,SC,"Combined Heat and Power, Electric Power",Natural Gas,542913,Southeast,,,,,
2009,SC,"Combined Heat and Power, Electric Power",Petroleum,0,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Total,40949,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1235,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Natural Gas,17,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Other,17446,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Other Biomass,22204,Southeast,,,,,
2009,SC,"Combined Heat and Power, Commercial Power",Petroleum,47,Southeast,,,,,
2010,SC,Total Electric Power Industry,Total,104153133,Southeast,,,,,
2010,SC,Total Electric Power Industry,Coal,37671118,Southeast,,,,,
2010,SC,Total Electric Power Industry,Hydroelectric Conventional,2376444,Southeast,,,,,
2010,SC,Total Electric Power Industry,Natural Gas,10927237,Southeast,,,,,
2010,SC,Total Electric Power Industry,Nuclear,51988079,Southeast,,,,,
2010,SC,Total Electric Power Industry,Other,61164,Southeast,,,,,
2010,SC,Total Electric Power Industry,Other Biomass,130997,Southeast,,,,,
2010,SC,Total Electric Power Industry,Other Gases,0,Southeast,,,,,
2010,SC,Total Electric Power Industry,Petroleum,190727,Southeast,,,,,
2010,SC,Total Electric Power Industry,Pumped Storage,934701,Southeast,,,,,
2010,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1742067,Southeast,,,,,
2010,SC,"Electric Generators, Independent Power Producers",Total,1033907,Southeast,,,,,
2010,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,61966,Southeast,,,,,
2010,SC,"Electric Generators, Independent Power Producers",Natural Gas,949180,Southeast,,,,,
2010,SC,"Electric Generators, Independent Power Producers",Other Biomass,22761,Southeast,,,,,
2010,SC,"Electric Generators, Independent Power Producers",Petroleum,0,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Total,100610887,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Coal,37340392,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2313465,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Natural Gas,9322755,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Nuclear,51988079,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Other Biomass,108236,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Petroleum,178378,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Pumped Storage,934701,Southeast,,,,,
2010,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,294284,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Total,1736573,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Coal,205198,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Natural Gas,10745,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Other,61164,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Other Gases,0,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Petroleum,11682,Southeast,,,,,
2010,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1447783,Southeast,,,,,
