year,state,type,energySrc,amount,region
2014,TX,"combined Heat and Power, Commercial Power",Petroleum,719.75,southwest
2014,TX,"combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,2264.13,southwest
2014,TX,"combined Heat and Power, Commercial Power",Other Biomass,33089.41,southwest
2014,TX,"combined Heat and Power, Commercial Power",Wind,23526.36,southwest
2014,TX,"combined Heat and Power, Electric Power",Total,44168107.44,southwest
2014,TX,"combined Heat and Power, Electric Power",Natural Gas,43012408.13,southwest
2014,TX,"combined Heat and Power, Electric Power",Other Gases,1143511.32,southwest
2014,TX,"combined Heat and Power, Electric Power",Other,12188,southwest
2014,TX,"combined Heat and Power, Electric Power",Petroleum,0,southwest
2014,TX,"Electric Generators, Independent Power Producers",Total,258077041.48,southwest
2014,TX,"Electric Generators, Independent Power Producers",Coal,90390213.55,southwest
2014,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,33385,southwest
2014,TX,"Electric Generators, Independent Power Producers",Natural Gas,87543687.92,southwest
2014,TX,"Electric Generators, Independent Power Producers",Nuclear,39287443,southwest
2014,TX,"Electric Generators, Independent Power Producers",Other,0,southwest
2014,TX,"Electric Generators, Independent Power Producers",Petroleum,52607.7,southwest
2014,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,280087.17,southwest
2014,TX,"Electric Generators, Independent Power Producers",Other Biomass,601322,southwest
2014,TX,"Electric Generators, Independent Power Producers",Wind,39686268.14,southwest
2014,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,202027,southwest
2014,TX,"Electric Generators, Electric Utilities",Total,94974953.25,southwest
2014,TX,"Electric Generators, Electric Utilities",Coal,57783512.85,southwest
2014,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,352513.25,southwest
2014,TX,"Electric Generators, Electric Utilities",Natural Gas,36477763.18,southwest
2014,TX,"Electric Generators, Electric Utilities",Petroleum,47437.97,southwest
2014,TX,"Electric Generators, Electric Utilities",Wind,295329,southwest
2014,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,18397,southwest
2015,TX,Total Electric Power Industry,Total,449826336,southwest
2015,TX,Total Electric Power Industry,Coal,121554284,southwest
2015,TX,Total Electric Power Industry,Hydroelectric Conventional,956410,southwest
2015,TX,Total Electric Power Industry,Natural Gas,237731427,southwest
2015,TX,Total Electric Power Industry,Nuclear,39354677,southwest
2015,TX,Total Electric Power Industry,Other Gases,2579301,southwest
2015,TX,Total Electric Power Industry,Other,734324,southwest
2015,TX,Total Electric Power Industry,Petroleum,241564,southwest
2015,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,400759,southwest
2015,TX,Total Electric Power Industry,Other Biomass,783645,southwest
2015,TX,Total Electric Power Industry,Wind,44833365,southwest
2015,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,656580,southwest
2015,TX,"combined Heat and Power, Industrial Power",Total,42004492,southwest
2015,TX,"combined Heat and Power, Industrial Power",Coal,0,southwest
2015,TX,"combined Heat and Power, Industrial Power",Natural Gas,39417221,southwest
2015,TX,"combined Heat and Power, Industrial Power",Other Gases,1264905,southwest
2015,TX,"combined Heat and Power, Industrial Power",Other,643634,southwest
2015,TX,"combined Heat and Power, Industrial Power",Petroleum,135465,southwest
2015,TX,"combined Heat and Power, Industrial Power",Other Biomass,110716,southwest
2015,TX,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,432550,southwest
2015,TX,"combined Heat and Power, Commercial Power",Total,712065,southwest
2015,TX,"combined Heat and Power, Commercial Power",Natural Gas,645223,southwest
2015,TX,"combined Heat and Power, Commercial Power",Petroleum,757,southwest
2015,TX,"combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,2012,southwest
2015,TX,"combined Heat and Power, Commercial Power",Other Biomass,33366,southwest
2015,TX,"combined Heat and Power, Commercial Power",Wind,30707,southwest
2015,TX,"combined Heat and Power, Electric Power",Total,45194121,southwest
2015,TX,"combined Heat and Power, Electric Power",Natural Gas,43789035,southwest
2015,TX,"combined Heat and Power, Electric Power",Other Gases,1314396,southwest
2015,TX,"combined Heat and Power, Electric Power",Other,90690,southwest
2015,TX,"Electric Generators, Independent Power Producers",Total,273703690,southwest
2015,TX,"Electric Generators, Independent Power Producers",Coal,75825583,southwest
2015,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,38121,southwest
2015,TX,"Electric Generators, Independent Power Producers",Natural Gas,112763076,southwest
2015,TX,"Electric Generators, Independent Power Producers",Nuclear,39354677,southwest
2015,TX,"Electric Generators, Independent Power Producers",Other,0,southwest
2015,TX,"Electric Generators, Independent Power Producers",Petroleum,63119,southwest
2015,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,398747,southwest
2015,TX,"Electric Generators, Independent Power Producers",Other Biomass,639563,southwest
2015,TX,"Electric Generators, Independent Power Producers",Wind,44521435,southwest
2015,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,99368,southwest
2015,TX,"Electric Generators, Electric Utilities",Total,88211969,southwest
2015,TX,"Electric Generators, Electric Utilities",Coal,45728700,southwest
2015,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,918289,southwest
2015,TX,"Electric Generators, Electric Utilities",Natural Gas,41116872,southwest
2015,TX,"Electric Generators, Electric Utilities",Petroleum,42223,southwest
2015,TX,"Electric Generators, Electric Utilities",Wind,281223,southwest
2015,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,124662,southwest
2016,TX,Total Electric Power Industry,Total,454047591,southwest
2016,TX,Total Electric Power Industry,Coal,121230932,southwest
2016,TX,Total Electric Power Industry,Hydroelectric Conventional,1342005,southwest
2016,TX,Total Electric Power Industry,Natural Gas,225976260,southwest
2016,TX,Total Electric Power Industry,Nuclear,42079445,southwest
2016,TX,Total Electric Power Industry,Other Gases,2513744,southwest
2016,TX,Total Electric Power Industry,Other,764493,southwest
2016,TX,Total Electric Power Industry,Petroleum,196422,southwest
2016,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,730810,southwest
2016,TX,Total Electric Power Industry,Other Biomass,735042,southwest
2016,TX,Total Electric Power Industry,Wind,57530784,southwest
2016,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,947653,southwest
2016,TX,"combined Heat and Power, Industrial Power",Total,43194567,southwest
2016,TX,"combined Heat and Power, Industrial Power",Natural Gas,40270817,southwest
2016,TX,"combined Heat and Power, Industrial Power",Other Gases,1195777,southwest
2016,TX,"combined Heat and Power, Industrial Power",Other,667379,southwest
2016,TX,"combined Heat and Power, Industrial Power",Petroleum,116647,southwest
2016,TX,"combined Heat and Power, Industrial Power",Other Biomass,113697,southwest
2016,TX,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,830250,southwest
2016,TX,"combined Heat and Power, Commercial Power",Total,777368,southwest
2016,TX,"combined Heat and Power, Commercial Power",Hydroelectric Conventional,0,southwest
2016,TX,"combined Heat and Power, Commercial Power",Natural Gas,691235,southwest
2016,TX,"combined Heat and Power, Commercial Power",Petroleum,1117,southwest
2016,TX,"combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1996,southwest
2016,TX,"combined Heat and Power, Commercial Power",Other Biomass,34930,southwest
2016,TX,"combined Heat and Power, Commercial Power",Wind,48090,southwest
2016,TX,"combined Heat and Power, Electric Power",Total,45199465,southwest
2016,TX,"combined Heat and Power, Electric Power",Natural Gas,43783766,southwest
2016,TX,"combined Heat and Power, Electric Power",Other Gases,1317966,southwest
2016,TX,"combined Heat and Power, Electric Power",Other,97733,southwest
2016,TX,"Electric Generators, Independent Power Producers",Total,276828070,southwest
2016,TX,"Electric Generators, Independent Power Producers",Coal,76529408,southwest
2016,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,31866,southwest
2016,TX,"Electric Generators, Independent Power Producers",Natural Gas,99510704,southwest
2016,TX,"Electric Generators, Independent Power Producers",Nuclear,42079445,southwest
2016,TX,"Electric Generators, Independent Power Producers",Other,-619,southwest
2016,TX,"Electric Generators, Independent Power Producers",Petroleum,36216,southwest
2016,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,728814,southwest
2016,TX,"Electric Generators, Independent Power Producers",Other Biomass,586416,southwest
2016,TX,"Electric Generators, Independent Power Producers",Wind,57227169,southwest
2016,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,98651,southwest
2016,TX,"Electric Generators, Electric Utilities",Total,88048121,southwest
2016,TX,"Electric Generators, Electric Utilities",Coal,44701524,southwest
2016,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1310139,southwest
2016,TX,"Electric Generators, Electric Utilities",Natural Gas,41719739,southwest
2016,TX,"Electric Generators, Electric Utilities",Petroleum,42442,southwest
2016,TX,"Electric Generators, Electric Utilities",Wind,255525,southwest
2016,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,18752,southwest
2017,TX,Total Electric Power Industry,Total,452794365,southwest
2017,TX,Total Electric Power Industry,Coal,134648358,southwest
2017,TX,Total Electric Power Industry,Hydroelectric Conventional,1061997,southwest
2017,TX,Total Electric Power Industry,Natural Gas,204511996,southwest
2017,TX,Total Electric Power Industry,Nuclear,38581401,southwest
2017,TX,Total Electric Power Industry,Other Gases,2471966,southwest
2017,TX,Total Electric Power Industry,Other,527849,southwest
2017,TX,Total Electric Power Industry,Petroleum,163711,southwest
2017,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,2189127,southwest
2017,TX,Total Electric Power Industry,Other Biomass,668607,southwest
2017,TX,Total Electric Power Industry,Wind,67060997,southwest
2017,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,908357,southwest
2017,TX,"combined Heat and Power, Industrial Power",Total,41984520,southwest
2017,TX,"combined Heat and Power, Industrial Power",Natural Gas,39485276,southwest
2017,TX,"combined Heat and Power, Industrial Power",Other Gases,990011,southwest
2017,TX,"combined Heat and Power, Industrial Power",Other,468883,southwest
2017,TX,"combined Heat and Power, Industrial Power",Petroleum,91324,southwest
2017,TX,"combined Heat and Power, Industrial Power",Other Biomass,112628,southwest
2017,TX,"combined Heat and Power, Industrial Power",Wind,10942,southwest
2017,TX,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,825456,southwest
2017,TX,"combined Heat and Power, Commercial Power",Total,726896,southwest
2017,TX,"combined Heat and Power, Commercial Power",Hydroelectric Conventional,1588,southwest
2017,TX,"combined Heat and Power, Commercial Power",Natural Gas,647949,southwest
2017,TX,"combined Heat and Power, Commercial Power",Petroleum,586,southwest
2017,TX,"combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1860,southwest
2017,TX,"combined Heat and Power, Commercial Power",Other Biomass,32953,southwest
2017,TX,"combined Heat and Power, Commercial Power",Wind,41960,southwest
2017,TX,"combined Heat and Power, Electric Power",Total,39522952,southwest
2017,TX,"combined Heat and Power, Electric Power",Natural Gas,37977091,southwest
2017,TX,"combined Heat and Power, Electric Power",Other Gases,1481956,southwest
2017,TX,"combined Heat and Power, Electric Power",Other,63906,southwest
2017,TX,"Electric Generators, Independent Power Producers",Total,289478335,southwest
2017,TX,"Electric Generators, Independent Power Producers",Coal,88320529,southwest
2017,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,32753,southwest
2017,TX,"Electric Generators, Independent Power Producers",Natural Gas,92921413,southwest
2017,TX,"Electric Generators, Independent Power Producers",Nuclear,38581401,southwest
2017,TX,"Electric Generators, Independent Power Producers",Other,-4940,southwest
2017,TX,"Electric Generators, Independent Power Producers",Petroleum,32517,southwest
2017,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2182416,southwest
2017,TX,"Electric Generators, Independent Power Producers",Other Biomass,523026,southwest
2017,TX,"Electric Generators, Independent Power Producers",Wind,66806320,southwest
2017,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,82901,southwest
2017,TX,"Electric Generators, Electric Utilities",Total,81081662,southwest
2017,TX,"Electric Generators, Electric Utilities",Coal,46327829,southwest
2017,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1027656,southwest
2017,TX,"Electric Generators, Electric Utilities",Natural Gas,33480267,southwest
2017,TX,"Electric Generators, Electric Utilities",Other,0,southwest
2017,TX,"Electric Generators, Electric Utilities",Petroleum,39284,southwest
2017,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4851,southwest
2017,TX,"Electric Generators, Electric Utilities",Wind,201775,southwest
2017,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0,southwest
2018,TX,Total Electric Power Industry,Total,477352425,southwest
2018,TX,Total Electric Power Industry,Coal,111722643,southwest
2018,TX,Total Electric Power Industry,Hydroelectric Conventional,1126378,southwest
2018,TX,Total Electric Power Industry,Natural Gas,239713084,southwest
2018,TX,Total Electric Power Industry,Nuclear,41185739,southwest
2018,TX,Total Electric Power Industry,Other Gases,2526476,southwest
2018,TX,Total Electric Power Industry,Other,452629,southwest
2018,TX,Total Electric Power Industry,Petroleum,129313,southwest
2018,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,3205647,southwest
2018,TX,Total Electric Power Industry,Other Biomass,585208,southwest
2018,TX,Total Electric Power Industry,Wind,75700434,southwest
2018,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,1004874,southwest
2018,TX,"combined Heat and Power, Industrial Power",Total,44578983,southwest
2018,TX,"combined Heat and Power, Industrial Power",Natural Gas,42029373,southwest
2018,TX,"combined Heat and Power, Industrial Power",Other Gases,1112990,southwest
2018,TX,"combined Heat and Power, Industrial Power",Other,384470,southwest
2018,TX,"combined Heat and Power, Industrial Power",Petroleum,71754,southwest
2018,TX,"combined Heat and Power, Industrial Power",Other Biomass,123157,southwest
2018,TX,"combined Heat and Power, Industrial Power",Wind,10038,southwest
2018,TX,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,847201,southwest
2018,TX,"combined Heat and Power, Commercial Power",Total,743060,southwest
2018,TX,"combined Heat and Power, Commercial Power",Hydroelectric Conventional,1168,southwest
2018,TX,"combined Heat and Power, Commercial Power",Natural Gas,652835,southwest
2018,TX,"combined Heat and Power, Commercial Power",Petroleum,759,southwest
2018,TX,"combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1777,southwest
2018,TX,"combined Heat and Power, Commercial Power",Other Biomass,33262,southwest
2018,TX,"combined Heat and Power, Commercial Power",Wind,53259,southwest
2018,TX,"combined Heat and Power, Electric Power",Total,40650047,southwest
2018,TX,"combined Heat and Power, Electric Power",Natural Gas,39161150,southwest
2018,TX,"combined Heat and Power, Electric Power",Other Gases,1413486,southwest
2018,TX,"combined Heat and Power, Electric Power",Other,75411,southwest
2018,TX,"Electric Generators, Independent Power Producers",Total,298415819,southwest
2018,TX,"Electric Generators, Independent Power Producers",Coal,64420228,southwest
2018,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,33085,southwest
2018,TX,"Electric Generators, Independent Power Producers",Natural Gas,113635611,southwest
2018,TX,"Electric Generators, Independent Power Producers",Nuclear,41185739,southwest
2018,TX,"Electric Generators, Independent Power Producers",Other,-6898,southwest
2018,TX,"Electric Generators, Independent Power Producers",Petroleum,17584,southwest
2018,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3195453,southwest
2018,TX,"Electric Generators, Independent Power Producers",Other Biomass,428790,southwest
2018,TX,"Electric Generators, Independent Power Producers",Wind,75348554,southwest
2018,TX,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,157673,southwest
2018,TX,"Electric Generators, Electric Utilities",Total,92964516,southwest
2018,TX,"Electric Generators, Electric Utilities",Coal,47302414,southwest
2018,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1092125,southwest
2018,TX,"Electric Generators, Electric Utilities",Natural Gas,44234116,southwest
2018,TX,"Electric Generators, Electric Utilities",Other,-354,southwest
2018,TX,"Electric Generators, Electric Utilities",Petroleum,39215,southwest
2018,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8417,southwest
2018,TX,"Electric Generators, Electric Utilities",Wind,288583,southwest
2018,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0,southwest
1990,US-TOTAL,Total Electric Power Industry,Total,3037827337,combined
1990,US-TOTAL,Total Electric Power Industry,Coal,1594011479,combined
1990,US-TOTAL,Total Electric Power Industry,Geothermal,15434271,combined
1990,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,292865846,combined
1990,US-TOTAL,Total Electric Power Industry,Natural Gas,372765154,combined
1990,US-TOTAL,Total Electric Power Industry,Nuclear,576861678,combined
1990,US-TOTAL,Total Electric Power Industry,Other,3615663,combined
1990,US-TOTAL,Total Electric Power Industry,Other Biomass,13260379,combined
1990,US-TOTAL,Total Electric Power Industry,Other Gases,10382830,combined
1990,US-TOTAL,Total Electric Power Industry,Petroleum,126460202,combined
1990,US-TOTAL,Total Electric Power Industry,Pumped Storage,-3507741,combined
1990,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,367087,combined
1990,US-TOTAL,Total Electric Power Industry,Wind,2788600,combined
1990,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,32521889,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Total,31895161,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,555917,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,6853043,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,6319465,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,588699,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,9098940,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,323,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,552783,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,364639,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,2788202,combined
1990,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,4773150,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Total,2808151009,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Coal,1559605707,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,8581228,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,283433659,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,264089401,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,576861678,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,1257134,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,117016961,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,-3507741,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2448,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Wind,398,combined
1990,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,810136,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Total,130668599,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Coal,21106875,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Hydroelectric Conventional,2975094,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Natural Gas,60006633,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Other,3603750,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Other Biomass,948748,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Other Gases,9640731,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Petroleum,7007570,combined
1990,US-TOTAL,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,25379198,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Total,61275449,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Coal,11947298,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Natural Gas,44808251,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Other,11913,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Other Biomass,1143853,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Other Gases,620789,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Petroleum,1294185,combined
1990,US-TOTAL,"combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1449160,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Total,5837119,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Coal,795682,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Hydroelectric Conventional,137628,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Natural Gas,3272170,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Other Biomass,811704,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Other Gases,120987,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Petroleum,588703,combined
1990,US-TOTAL,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,110245,combined
1991,US-TOTAL,Total Electric Power Industry,Total,3073798885,combined
1991,US-TOTAL,Total Electric Power Industry,Coal,1590622748,combined
1991,US-TOTAL,Total Electric Power Industry,Geothermal,15966444,combined
1991,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,288994189,combined
1991,US-TOTAL,Total Electric Power Industry,Natural Gas,381553017,combined
1991,US-TOTAL,Total Electric Power Industry,Nuclear,612565087,combined
1991,US-TOTAL,Total Electric Power Industry,Other,4738849,combined
1991,US-TOTAL,Total Electric Power Industry,Other Biomass,15664746,combined
1991,US-TOTAL,Total Electric Power Industry,Other Gases,11335593,combined
1991,US-TOTAL,Total Electric Power Industry,Petroleum,119751573,combined
1991,US-TOTAL,Total Electric Power Industry,Pumped Storage,-4541435,combined
1991,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,471765,combined
1991,US-TOTAL,Total Electric Power Industry,Wind,2950951,combined
1991,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,33725358,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Total,38596051,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,757440,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,7879389,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5958822,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,3604263,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,10929461,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,2975,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,745467,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,468427,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,2950666,combined
1991,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,5299141,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Total,2825022865,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Coal,1551166838,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,8087055,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,280060621,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,264171598,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,612565087,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,1314122,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,111462979,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,-4541435,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3338,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Wind,285,combined
1991,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,732377,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Total,132579190,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Coal,21001912,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Hydroelectric Conventional,2843550,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Natural Gas,60566634,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Other,4335653,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Other Biomass,927410,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Other Gases,10500865,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Petroleum,6540015,combined
1991,US-TOTAL,"combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,25863151,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Total,71941755,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Coal,16921357,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Natural Gas,49997498,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Other,402581,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Other Biomass,1610345,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Other Gases,716099,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Petroleum,589718,combined
1991,US-TOTAL,"combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1704157,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Total,5659024,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Coal,775201,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Hydroelectric Conventional,131196,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Natural Gas,3213024,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Other,615,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Other Biomass,883408,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Other Gases,115654,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Petroleum,413394,combined
1991,US-TOTAL,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,126532,combined
1992,US-TOTAL,Total Electric Power Industry,Total,3083882204,combined
1992,US-TOTAL,Total Electric Power Industry,Coal,1621206039,combined
1992,US-TOTAL,Total Electric Power Industry,Geothermal,16137962,combined
1992,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,253088003,combined
1992,US-TOTAL,Total Electric Power Industry,Natural Gas,404074372,combined
1992,US-TOTAL,Total Electric Power Industry,Nuclear,618776263,combined
1992,US-TOTAL,Total Electric Power Industry,Other,3719887,combined
1992,US-TOTAL,Total Electric Power Industry,Other Biomass,17816035,combined
1992,US-TOTAL,Total Electric Power Industry,Other Gases,13270237,combined
1992,US-TOTAL,Total Electric Power Industry,Petroleum,100154163,combined
1992,US-TOTAL,Total Electric Power Industry,Pumped Storage,-4176582,combined
1992,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,399640,combined
1992,US-TOTAL,Total Electric Power Industry,Wind,2887523,combined
1992,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,36528662,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Total,45835540,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,1165316,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,8034153,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,6279655,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,6999185,combined
1992,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,13160123,combined
